,UniProt,visit_month,NPX
1802,P11142,60,68950.89206349207
1803,P11142,72,65630.73125
1804,P11142,84,66518.38181818182
1805,P11142,96,63611.9
1806,P11142,108,69066.76666666666
1807,P11277,0,79605.23076923077
1808,P11277,3,71482.46666666666
1809,P11277,6,80140.05555555556
1810,P11277,12,82512.4842857143
1811,P11277,18,60957.18333333333
1812,P11277,24,79424.07313432837
1813,P11277,30,59607.0
1814,P11277,36,82615.74473684211
1815,P11277,48,81694.23828571428
1816,P11277,54,64931.649999999994
1817,P11277,60,76787.20153846154
1818,P11277,72,72715.75882352941
1819,P11277,84,71996.052
1820,P11277,96,73274.25
1821,P11277,108,65098.075000000004
1822,P12109,0,72173.91761658031
1823,P12109,3,63800.13333333333
1824,P12109,6,75048.68709677419
1825,P12109,12,67893.05754189944
1826,P12109,18,73537.6625
1827,P12109,24,72558.09826589595
1828,P12109,30,78030.2
1829,P12109,36,73473.51216216217
1830,P12109,48,70701.80942028985
1831,P12109,54,58967.25
1832,P12109,60,72327.62261904762
1833,P12109,72,69626.30476190476
1834,P12109,84,66050.73666666666
1835,P12109,96,58287.75
1836,P12109,108,64954.675
1837,P13473,0,125036.94157894736
1838,P13473,3,99369.53333333333
1839,P13473,6,125634.35887096774
1840,P13473,12,121702.31828571428
1841,P13473,18,115780.78571428571
1842,P13473,24,126549.22781065089
1843,P13473,30,103738.0
1844,P13473,36,127142.2883561644
1845,P13473,48,129269.42030075187
1846,P13473,54,222029.5
1847,P13473,60,124883.09285714287
1848,P13473,72,117084.39523809523
1849,P13473,84,115603.00333333334
1850,P13473,96,147324.95
1851,P13473,108,130581.625
1852,P13521,0,54127.33177083333
1853,P13521,3,43103.86666666666
1854,P13521,6,51056.55806451613
1855,P13521,12,50296.49213483146
1856,P13521,18,54270.85
1857,P13521,24,53543.73360465116
1858,P13521,30,57706.5
1859,P13521,36,53274.67635135135
1860,P13521,48,52164.31086956522
1861,P13521,54,48207.55
1862,P13521,60,52458.82857142857
1863,P13521,72,48100.35
1864,P13521,84,48419.16
1865,P13521,96,50866.15
1866,P13521,108,56831.625
1867,P13591,0,176348.66649214659
1868,P13591,3,185947.33333333334
1869,P13591,6,171591.5162601626
1870,P13591,12,163418.64213483146
1871,P13591,18,190798.125
1872,P13591,24,178225.4355029586
1873,P13591,30,103376.0
1874,P13591,36,176332.5696551724
1875,P13591,48,169078.54452554745
1876,P13591,54,169127.75
1877,P13591,60,173728.95833333334
1878,P13591,72,155016.38571428572
1879,P13591,84,173864.31
1880,P13591,96,155228.6
1881,P13591,108,192084.25
1882,P13611,0,22169.34254054054
1883,P13611,3,31178.166666666668
1884,P13611,6,24463.149739130437
1885,P13611,12,22382.895576923078
1886,P13611,18,13796.338
1887,P13611,24,22153.369620253165
1888,P13611,30,22862.6
1889,P13611,36,21733.90964028777
1890,P13611,48,23665.6248
1891,P13611,54,31391.95
1892,P13611,60,22961.133066666665
1893,P13611,72,21390.270500000002
1894,P13611,84,23835.665357142858
1895,P13611,96,12870.96
1896,P13611,108,23326.675
1897,P13671,0,8584.643529411764
1898,P13671,3,7958.965
1899,P13671,6,8661.709222222222
1900,P13671,12,8275.696131386861
1901,P13671,18,9638.077142857142
1902,P13671,24,8601.463235294117
1903,P13671,30,10919.3
1904,P13671,36,8708.221875
1905,P13671,48,8830.13925925926
1906,P13671,54,8704.955
1907,P13671,60,8643.817166666668
1908,P13671,72,8188.279444444444
1909,P13671,84,7902.640799999999
1910,P13671,96,5071.46
1911,P13671,108,7828.75
1912,P13987,0,399313.4587628866
1913,P13987,3,413039.3333333333
1914,P13987,6,390577.73467741936
1915,P13987,12,373138.5833333333
1916,P13987,18,399733.625
1917,P13987,24,390204.76878612716
1918,P13987,30,382712.0
1919,P13987,36,389393.8175675676
1920,P13987,48,397433.5724637681
1921,P13987,54,626902.0
1922,P13987,60,382896.75
1923,P13987,72,363805.85714285716
1924,P13987,84,388140.1666666667
1925,P13987,96,408567.5
1926,P13987,108,408914.0
1927,P14174,0,25764.651933701658
1928,P14174,3,23602.63333333333
1929,P14174,6,26423.589743589742
1930,P14174,12,25305.316341463415
1931,P14174,18,25821.54
1932,P14174,24,26075.303827160493
1933,P14174,30,26807.6
1934,P14174,36,26457.69288888889
1935,P14174,48,26259.729770992366
1936,P14174,54,32575.699999999997
1937,P14174,60,26647.6775
1938,P14174,72,23550.71
1939,P14174,84,23961.244137931033
1940,P14174,96,25440.6
1941,P14174,108,29723.575
1942,P14314,0,29424.316449704143
1943,P14314,3,24456.13333333333
1944,P14314,6,28726.313402061856
1945,P14314,12,29136.75980392157
1946,P14314,18,34680.4125
1947,P14314,24,27846.695733333334
1948,P14314,30,15123.4
1949,P14314,36,28996.171461538463
1950,P14314,48,28892.03297520661
1951,P14314,54,16323.9
1952,P14314,60,29438.165147058822
1953,P14314,72,26038.513157894737
1954,P14314,84,29289.55888888889
1955,P14314,96,28890.6
1956,P14314,108,27298.85
1957,P14618,0,62090.530793650796
1958,P14618,3,55216.4
1959,P14618,6,61649.27804878049
1960,P14618,12,57406.64829545454
1961,P14618,18,64675.275
1962,P14618,24,60630.71849710983
1963,P14618,30,64713.9
1964,P14618,36,61330.614583333336
1965,P14618,48,61809.93407407407
1966,P14618,54,70342.65
1967,P14618,60,59597.57590361446
1968,P14618,72,55697.12857142857
1969,P14618,84,61564.78666666667
1970,P14618,96,42644.0
1971,P14618,108,66445.65
1972,P16035,0,59132.51766839378
1973,P16035,3,66678.63333333333
1974,P16035,6,58784.50967741936
1975,P16035,12,59242.858659217876
1976,P16035,18,64808.675
1977,P16035,24,58832.40578034682
1978,P16035,30,67836.4
1979,P16035,36,62283.33918918918
1980,P16035,48,58396.24637681159
1981,P16035,54,49214.85
1982,P16035,60,57607.678095238094
1983,P16035,72,55343.55714285714
1984,P16035,84,55898.11333333333
1985,P16035,96,59076.299999999996
1986,P16035,108,59086.925
1987,P16070,0,225678.5670157068
1988,P16070,3,269918.3333333333
1989,P16070,6,221770.79677419356
1990,P16070,12,221309.76089385478
1991,P16070,18,225151.75
1992,P16070,24,223016.3976744186
1993,P16070,30,209854.0
1994,P16070,36,235883.375
1995,P16070,48,234674.9007246377
1996,P16070,54,325155.65
1997,P16070,60,222831.3238095238
1998,P16070,72,226147.68571428573
1999,P16070,84,218553.96
2000,P16070,96,224785.0
2001,P16070,108,255480.0
2002,P16152,0,205264.2386754967
2003,P16152,3,345332.0
2004,P16152,6,262369.5423529412
2005,P16152,12,237944.91946969696
2006,P16152,18,93905.77142857143
2007,P16152,24,244102.56204545454
2008,P16152,30,225090.0
2009,P16152,36,230829.95519130435
2010,P16152,48,283870.6893396226
2011,P16152,54,232734.0
2012,P16152,60,197392.3841269841
2013,P16152,72,307826.34375
2014,P16152,84,149259.84333333332
2015,P16152,96,177257.0
2016,P16152,108,114840.225
2017,P16870,0,204662.65699481865
2018,P16870,3,176099.96666666667
2019,P16870,6,202765.93387096774
2020,P16870,12,194838.7338888889
2021,P16870,18,215177.375
2022,P16870,24,206172.00809248554
2023,P16870,30,176216.0
2024,P16870,36,207797.3412162162
2025,P16870,48,198650.52898550723
2026,P16870,54,251516.5
2027,P16870,60,193717.925
2028,P16870,72,174992.8238095238
2029,P16870,84,162941.20666666667
2030,P16870,96,227511.5
2031,P16870,108,199582.25
2032,P17174,0,24061.112897727275
2033,P17174,3,24326.066666666666
2034,P17174,6,24891.5458974359
2035,P17174,12,23455.82678787879
2036,P17174,18,24253.68571428571
2037,P17174,24,23649.212909090907
2038,P17174,30,16723.4
2039,P17174,36,23912.304637681158
2040,P17174,48,24105.04142857143
2041,P17174,54,16204.285
2042,P17174,60,22881.872317073172
2043,P17174,72,21981.599523809524
2044,P17174,84,23711.908666666666
2045,P17174,96,16015.55
2046,P17174,108,20093.8
2047,P17936,0,7373.262507936508
2048,P17936,3,7126.31
2049,P17936,6,7330.39038271605
2050,P17936,12,7285.606035714286
2051,P17936,18,9009.367999999999
2052,P17936,24,7183.424155172414
2053,P17936,36,7482.838520408164
2054,P17936,48,7114.956397530864
2055,P17936,54,15907.0
2056,P17936,60,7631.3196
2057,P17936,72,6757.6030769230765
2058,P17936,84,7533.205000000001
2059,P17936,96,7315.594999999999
2060,P17936,108,9259.47
2061,P18065,0,271304.2572164948
2062,P18065,3,233625.66666666666
2063,P18065,6,258217.5814516129
2064,P18065,12,256053.3788888889
2065,P18065,18,263631.5
2066,P18065,24,261023.40982658957
2067,P18065,30,355001.0
2068,P18065,36,271583.74256756756
2069,P18065,48,273266.5652173913
2070,P18065,54,510521.0
2071,P18065,60,269712.62619047624
2072,P18065,72,262709.6666666667
2073,P18065,84,258883.73
2074,P18065,96,233874.0
2075,P18065,108,277668.75
2076,P19021,0,11833.19094488189
2077,P19021,3,12290.93
2078,P19021,6,11050.246794871795
2079,P19021,12,11517.87474137931
2080,P19021,18,10036.806
2081,P19021,24,11395.685702479339
2082,P19021,30,18999.9
2083,P19021,36,11242.325979381445
2084,P19021,48,11454.07965116279
2085,P19021,54,16651.4
2086,P19021,60,12431.502083333333
2087,P19021,72,10995.955384615385
2088,P19021,84,11319.039130434783
2089,P19021,96,11763.650000000001
2090,P19021,108,14943.75
2091,P19652,0,711093.497927461
2092,P19652,3,826841.0
2093,P19652,6,658413.7362903225
2094,P19652,12,688602.3833333333
2095,P19652,18,874226.625
2096,P19652,24,665764.2838150288
2097,P19652,30,950302.0
2098,P19652,36,721630.972972973
2099,P19652,48,725688.8913043478
2100,P19652,54,736756.0
2101,P19652,60,737212.8452380953
2102,P19652,72,639035.2380952381
2103,P19652,84,697219.6
2104,P19652,96,959757.5
2105,P19652,108,878425.5
2106,P19823,0,112374.54329896906
2107,P19823,3,71991.83333333333
2108,P19823,6,110507.8322580645
2109,P19823,12,113414.89777777779
2110,P19823,18,146445.4375
2111,P19823,24,112939.42601156069
2112,P19823,30,202020.0
2113,P19823,36,111821.46081081081
2114,P19823,48,113206.9727536232
2115,P19823,54,91815.15
2116,P19823,60,114842.08214285715
2117,P19823,72,121315.02857142857
2118,P19823,84,112292.16333333333
2119,P19823,96,113725.0
2120,P19823,108,122490.275
2121,P19827,0,29765.690229007632
2122,P19827,3,18485.433333333334
2123,P19827,6,29858.615571428574
2124,P19827,12,30474.73427184466
2125,P19827,18,46339.46666666667
2126,P19827,24,29799.848124999997
2127,P19827,30,37920.8
2128,P19827,36,29247.11519230769
2129,P19827,48,29943.92011764706
2130,P19827,54,34928.4
2131,P19827,60,33055.34369565218
2132,P19827,72,35965.57142857143
2133,P19827,84,29521.168333333335
2134,P19827,96,20749.5
2135,P19827,108,33343.5
2136,P20774,0,369113.72577319585
2137,P20774,3,399726.0
2138,P20774,6,372978.1935483871
2139,P20774,12,365352.5833333333
2140,P20774,18,329255.625
2141,P20774,24,362872.11445086705
2142,P20774,30,282688.0
2143,P20774,36,369999.40067567566
2144,P20774,48,353501.78985507245
2145,P20774,54,427581.0
2146,P20774,60,370922.61904761905
2147,P20774,72,342435.4285714286
2148,P20774,84,345430.36666666664
2149,P20774,96,379877.0
2150,P20774,108,343179.75
2151,P20933,0,35542.34842767296
2152,P20933,3,27639.166666666668
2153,P20933,6,34450.450000000004
2154,P20933,12,33769.21666666667
2155,P20933,18,35729.1125
2156,P20933,24,34661.75743243243
2157,P20933,30,44332.6
2158,P20933,36,35180.30325203252
2159,P20933,48,33595.7572815534
2160,P20933,54,38595.9
2161,P20933,60,32559.46666666667
2162,P20933,72,33192.513333333336
2163,P20933,84,30062.958333333332
2164,P20933,96,39004.2
2165,P20933,108,31985.699999999997
2166,P23083,0,35127.06165413534
2167,P23083,6,35542.695
2168,P23083,12,34506.80056910569
2169,P23083,18,42055.78333333333
2170,P23083,24,34359.52139344262
2171,P23083,30,32934.0
2172,P23083,36,35970.56431372549
2173,P23083,48,35147.29977777778
2174,P23083,54,68986.4
2175,P23083,60,35998.34884615384
2176,P23083,72,30516.502857142856
2177,P23083,84,33632.742105263154
2178,P23083,108,21319.6
2179,P23142,0,1144822.706185567
2180,P23142,3,1175840.0
2181,P23142,6,1145848.0967741935
2182,P23142,12,1114638.7055555556
2183,P23142,18,977208.0
2184,P23142,24,1146238.0173410405
2185,P23142,30,1069130.0
2186,P23142,36,1122208.5046979864
2187,P23142,48,1159109.6594202898
2188,P23142,54,1511000.0
2189,P23142,60,1172998.3333333333
2190,P23142,72,1079971.5714285714
2191,P23142,84,1075099.4666666666
2192,P23142,96,1088606.0
2193,P23142,108,1183575.0
2194,P24592,0,749173.4845360825
2195,P24592,3,1067526.6666666667
2196,P24592,6,751165.3064516129
2197,P24592,12,745328.3222222222
2198,P24592,18,657777.5
2199,P24592,24,770839.7630057803
2200,P24592,30,773259.0
2201,P24592,36,782791.8986486486
2202,P24592,48,766755.5869565217
2203,P24592,54,1211386.5
2204,P24592,60,755817.5833333334
2205,P24592,72,735549.1904761905
2206,P24592,84,769579.9666666667
2207,P24592,96,485344.5
2208,P24592,108,890622.5
2209,P25311,0,835265.206185567
2210,P25311,3,768447.0
2211,P25311,6,817384.239516129
2212,P25311,12,823604.4055555556
2213,P25311,18,893151.0
2214,P25311,24,830475.323699422
2215,P25311,30,993641.0
2216,P25311,36,838381.0337837838
2217,P25311,48,844583.0
2218,P25311,54,1084215.5
2219,P25311,60,818684.2976190476
2220,P25311,72,783214.1904761905
2221,P25311,84,835621.8666666667
2222,P25311,96,787890.5
2223,P25311,108,869621.75
2224,P27169,0,30809.6734939759
2225,P27169,3,20029.75
2226,P27169,6,32769.06308411215
2227,P27169,12,32974.89324503311
2228,P27169,18,31892.17142857143
2229,P27169,24,33733.893472222226
2230,P27169,30,12704.0
2231,P27169,36,31204.234249999998
2232,P27169,48,29625.936218487397
2233,P27169,54,39142.97
2234,P27169,60,31835.85291666667
2235,P27169,72,35912.07888888889
2236,P27169,84,25693.451666666664
2237,P27169,96,25727.8
2238,P27169,108,36094.433333333334
2239,P30086,0,42689.472095808385
2240,P30086,3,54140.86666666667
2241,P30086,6,41502.91933333334
2242,P30086,12,38034.82764331211
2243,P30086,18,50959.675
2244,P30086,24,42297.6
2245,P30086,30,8882.52
2246,P30086,36,42563.40177777778
2247,P30086,48,41212.65098360656
2248,P30086,54,42240.3
2249,P30086,60,41699.23527777778
2250,P30086,72,34075.113
2251,P30086,84,38993.287142857145
2252,P30086,96,39966.95
2253,P30086,108,32466.989999999998
2254,P31997,0,574899.3006289308
2255,P31997,3,422027.3333333333
2256,P31997,6,572680.9245098039
2257,P31997,12,576943.9027777778
2258,P31997,18,560676.4
2259,P31997,24,564449.7809859156
2260,P31997,30,597312.0
2261,P31997,36,570671.2421875
2262,P31997,48,578822.0789473684
2263,P31997,54,601868.0
2264,P31997,60,549640.4307692308
2265,P31997,72,615909.3333333334
2266,P31997,84,506177.73076923075
2267,P31997,96,656560.0
2268,P31997,108,624238.25
2269,P32754,0,72806.11259259259
2270,P32754,3,71639.26666666666
2271,P32754,6,70818.71538461538
2272,P32754,12,77072.50084745762
2273,P32754,18,95826.81999999999
2274,P32754,24,71215.0438016529
2275,P32754,30,64826.6
2276,P32754,36,75288.46336633663
2277,P32754,48,75419.52376237624
2278,P32754,54,101742.0
2279,P32754,60,73840.87833333334
2280,P32754,72,74716.64705882352
2281,P32754,84,73060.40000000001
2282,P32754,96,79628.2
2283,P32754,108,84126.83333333333
2284,P35542,0,57034.72356020942
2285,P35542,3,47758.53333333333
2286,P35542,6,55552.56639344262
2287,P35542,12,57171.31942857143
2288,P35542,18,53972.4
2289,P35542,24,57621.065088757394
2290,P35542,30,48285.9
2291,P35542,36,57849.81369863014
2292,P35542,48,58266.812686567166
2293,P35542,54,56841.5
2294,P35542,60,58319.21071428571
2295,P35542,72,56372.75714285714
2296,P35542,84,55857.93793103448
2297,P35542,96,59313.0
2298,P35542,108,55320.125
2299,P36222,0,316735.95492227975
2300,P36222,3,360537.6666666667
2301,P36222,6,323199.8919354839
2302,P36222,12,303626.3988888889
2303,P36222,18,296696.25
2304,P36222,24,319002.71849710983
2305,P36222,30,316787.0
2306,P36222,36,329361.27297297295
2307,P36222,48,332147.55797101447
2308,P36222,54,279367.0
2309,P36222,60,329274.24523809523
2310,P36222,72,356284.99523809523
2311,P36222,84,320167.37
2312,P36222,96,332354.5
2313,P36222,108,384562.0
2314,P36955,0,2100937.036082474
2315,P36955,3,2199566.6666666665
2316,P36955,6,2146646.3225806453
2317,P36955,12,2133610.5222222223
2318,P36955,18,2156380.0
2319,P36955,24,2154567.4624277456
2320,P36955,30,1560790.0
2321,P36955,36,2224665.5405405406
2322,P36955,48,2105611.1666666665
2323,P36955,54,2361800.0
2324,P36955,60,2194636.2023809524
2325,P36955,72,2016746.0
2326,P36955,84,1937827.3333333333
2327,P36955,96,2352540.0
2328,P36955,108,2038715.0
2329,P36980,0,6247.14352
2330,P36980,3,5860.053333333333
2331,P36980,6,5963.078539325843
2332,P36980,12,6200.204711538462
2333,P36980,18,5516.94
2334,P36980,24,6067.9681132075475
2335,P36980,30,2575.41
2336,P36980,36,6230.564117647058
2337,P36980,48,6183.508764044944
2338,P36980,54,7078.325000000001
2339,P36980,60,6112.52375
2340,P36980,72,4963.259999999999
2341,P36980,84,5903.1025
2342,P36980,96,6688.32
2343,P36980,108,6462.66
2344,P39060,0,43877.42345549738
2345,P39060,3,40004.566666666666
2346,P39060,6,45444.70483870968
2347,P39060,12,43374.93685393258
2348,P39060,18,56959.514285714286
2349,P39060,24,45603.513372093024
2350,P39060,30,32404.5
2351,P39060,36,45964.33424657534
2352,P39060,48,45851.9830882353
2353,P39060,54,44691.1
2354,P39060,60,47142.07047619048
2355,P39060,72,40890.385714285716
2356,P39060,84,42320.863333333335
2357,P39060,96,45245.149999999994
2358,P39060,108,47495.075
2359,P40925,0,28842.12965714286
2360,P40925,3,26488.399999999998
2361,P40925,6,29599.038596491228
2362,P40925,12,27737.59365853659
2363,P40925,18,28871.079999999998
2364,P40925,24,28331.025900621116
2365,P40925,30,33699.7
2366,P40925,36,29605.938059701493
2367,P40925,48,29175.274999999998
2368,P40925,54,21656.0
2369,P40925,60,30311.06913580247
2370,P40925,72,27369.526315789473
2371,P40925,84,27665.857692307694
2372,P40925,96,28559.55
2373,P40925,108,33948.4
2374,P41222,0,42035695.309278354
2375,P41222,3,39757966.666666664
2376,P41222,6,41925312.90322581
2377,P41222,12,40333365.55555555
2378,P41222,18,34739087.5
2379,P41222,24,41589289.0
2380,P41222,30,29115400.0
2381,P41222,36,41158793.62416107
2382,P41222,48,42047521.231884055
2383,P41222,54,64172050.0
2384,P41222,60,41777669.047619045
2385,P41222,72,37230572.38095238
2386,P41222,84,39304540.666666664
2387,P41222,96,48798800.0
2388,P41222,108,54867525.0
2389,P43121,0,44965.65842105263
2390,P43121,3,49137.43333333333
2391,P43121,6,42394.315934959355
2392,P43121,12,42074.088370786514
2393,P43121,18,46800.275
2394,P43121,24,44480.91660818714
2395,P43121,30,52870.9
2396,P43121,36,45033.55205479452
2397,P43121,48,43654.545255474455
2398,P43121,54,47984.399999999994
2399,P43121,60,42818.130952380954
2400,P43121,72,38794.36
2401,P43121,84,41689.93103448276
2402,P43121,96,39974.05
2403,P43121,108,47786.675
2404,P43251,0,44197.852197802196
2405,P43251,3,39455.9
2406,P43251,6,43809.76837606838
2407,P43251,12,41922.52471264368
2408,P43251,18,43885.65
2409,P43251,24,43767.44670658682
2410,P43251,30,40179.5
2411,P43251,36,43797.341056338024
2412,P43251,48,43243.631617647065
2413,P43251,54,36436.05
2414,P43251,60,45269.61707317073
2415,P43251,72,44181.67368421053
2416,P43251,84,41135.15862068966
2417,P43251,96,45353.0
2418,P43251,108,46874.5
2419,P43652,0,356432.324742268
2420,P43652,3,409626.3333333333
2421,P43652,6,348507.4379032258
2422,P43652,12,348938.295
2423,P43652,18,311150.5375
2424,P43652,24,344674.7354651163
2425,P43652,30,383891.0
2426,P43652,36,340263.73986486485
2427,P43652,48,340700.1072463768
2428,P43652,54,479276.5
2429,P43652,60,359111.20714285714
2430,P43652,72,335483.7619047619
2431,P43652,84,357982.4666666667
2432,P43652,96,339883.0
2433,P43652,108,335052.75
2434,P49588,0,10042.269704142012
2435,P49588,3,11284.96
2436,P49588,6,9738.846126126125
2437,P49588,12,9575.065448717949
2438,P49588,18,11489.95625
2439,P49588,24,9910.043472972971
2440,P49588,30,6614.26
2441,P49588,36,10668.359160305345
2442,P49588,48,9684.923418803419
2443,P49588,54,10762.7
2444,P49588,60,10053.506984126983
2445,P49588,72,9107.904444444444
2446,P49588,84,8798.388181818182
2447,P49588,96,7003.0650000000005
2448,P49588,108,9348.105
2449,P49908,0,20835.81764397906
2450,P49908,3,19601.399999999998
2451,P49908,6,20175.890081967213
2452,P49908,12,19975.767068965517
2453,P49908,18,22515.9125
2454,P49908,24,21149.056647058824
2455,P49908,30,22547.5
2456,P49908,36,20503.870272108845
2457,P49908,48,20658.025185185186
2458,P49908,54,27510.5
2459,P49908,60,20614.47951807229
2460,P49908,72,18168.19
2461,P49908,84,20696.789655172415
2462,P49908,96,18663.85
2463,P49908,108,21047.125
2464,P51884,0,259626.54123711342
2465,P51884,3,305382.6666666667
2466,P51884,6,253965.5241935484
2467,P51884,12,256918.6888888889
2468,P51884,18,257133.125
2469,P51884,24,260369.60751445088
2470,P51884,30,307195.0
2471,P51884,36,265773.9331081081
2472,P51884,48,265470.6833333333
2473,P51884,54,386439.0
2474,P51884,60,254864.55952380953
2475,P51884,72,236667.94761904763
2476,P51884,84,251020.75666666668
2477,P51884,96,254742.5
2478,P51884,108,264505.0
2479,P54289,0,41086.93071038251
2480,P54289,3,39572.46666666667
2481,P54289,6,37123.82691056911
2482,P54289,12,38688.66739884393
2483,P54289,18,30931.600000000002
2484,P54289,24,40284.006144578314
2485,P54289,30,40839.4
2486,P54289,36,38842.69436619718
2487,P54289,48,40740.30123076923
2488,P54289,54,42814.4
2489,P54289,60,39341.60578313253
2490,P54289,72,41008.595
2491,P54289,84,42585.29
2492,P54289,96,40626.9
2493,P54289,108,44653.625
2494,P55290,0,33456.649
2495,P55290,3,25163.97
2496,P55290,6,32200.907310924373
2497,P55290,12,30962.38460227273
2498,P55290,18,28127.84875
2499,P55290,24,32957.223837209305
2500,P55290,30,33357.1
2501,P55290,36,32509.329103448275
2502,P55290,48,32748.409338235295
2503,P55290,54,46419.15
2504,P55290,60,34175.56108433735
2505,P55290,72,34558.7295
2506,P55290,84,33635.823333333334
2507,P55290,96,38016.95
2508,P55290,108,38219.865000000005
2509,P60174,0,15328.139296875
2510,P60174,3,18506.5
2511,P60174,6,15367.572463768116
2512,P60174,12,14759.828174603175
2513,P60174,18,15508.0
2514,P60174,24,16023.73701754386
2515,P60174,30,15334.7
2516,P60174,36,15340.980275229358
2517,P60174,48,15661.203658536584
2518,P60174,60,14689.124074074074
2519,P60174,72,14152.720000000001
2520,P60174,84,14751.607894736842
2521,P60174,96,14593.400000000001
2522,P60174,108,11338.939999999999
2523,P61278,0,6619.905533707865
2524,P61278,3,5531.946666666667
2525,P61278,6,6059.940491228071
2526,P61278,12,6267.914251533743
2527,P61278,18,6322.785
2528,P61278,24,6329.825692307692
2529,P61278,30,1692.04
2530,P61278,36,5436.735390070921
2531,P61278,48,5655.63332
2532,P61278,54,7476.7545
2533,P61278,60,6136.974935064935
2534,P61278,72,5087.5768421052635
2535,P61278,84,5898.02
2536,P61278,96,7268.885
2537,P61278,108,7423.0975
2538,P61626,0,14027.774657608696
2539,P61626,3,9975.539999999999
2540,P61626,6,14273.636050000001
2541,P61626,12,14041.346823529411
2542,P61626,18,15705.9025
2543,P61626,24,14856.23413580247
2544,P61626,30,15384.0
2545,P61626,36,15357.248345323742
2546,P61626,48,14823.723246153848
2547,P61626,54,15118.5
2548,P61626,60,14802.85
2549,P61626,72,14593.0865
2550,P61626,84,13482.643103448278
2551,P61626,96,18909.665
2552,P61626,108,15792.3375
2553,P61769,0,331878.3238341969
2554,P61769,3,342964.0
2555,P61769,6,319316.5387096774
2556,P61769,12,303294.0586592179
2557,P61769,18,274176.4875
2558,P61769,24,318514.9959302325
2559,P61769,30,121678.0
2560,P61769,36,320749.5175675676
2561,P61769,48,321834.06920289854
2562,P61769,54,524778.5
2563,P61769,60,324434.3214285714
2564,P61769,72,264476.8857142857
2565,P61769,84,309796.4766666667
2566,P61769,96,327505.0
2567,P61769,108,302640.5
2568,P61916,0,239419.27268041237
2569,P61916,3,264256.6666666667
2570,P61916,6,246729.83951612905
2571,P61916,12,230863.02055555556
2572,P61916,18,230293.75
2573,P61916,24,237428.35953757228
2574,P61916,30,231110.0
2575,P61916,36,236402.61891891892
2576,P61916,48,235064.85217391307
2577,P61916,54,348713.0
2578,P61916,60,235243.6988095238
2579,P61916,72,221625.8285714286
2580,P61916,84,232647.78666666665
2581,P61916,96,321823.0
2582,P61916,108,245167.75
2583,P80748,0,36079.24010309279
2584,P80748,3,26333.933333333334
2585,P80748,6,34909.7485483871
2586,P80748,12,34785.23622222222
2587,P80748,18,29239.1
2588,P80748,24,35941.97115606936
2589,P80748,30,32649.5
2590,P80748,36,35011.785202702704
2591,P80748,48,34749.57992753624
2592,P80748,54,47313.65
2593,P80748,60,33692.47119047619
2594,P80748,72,34292.114285714284
2595,P80748,84,35724.366
2596,P80748,96,33749.0
2597,P80748,108,33325.75
2598,P98160,0,8518.351483146067
2599,P98160,3,2702.8366666666666
2600,P98160,6,8489.633307692307
2601,P98160,12,8517.788439759037
2602,P98160,18,4342.784285714285
2603,P98160,24,8068.693116129032
2604,P98160,30,11133.2
2605,P98160,36,7745.858687943262
2606,P98160,48,8172.27903125
2607,P98160,54,11831.539999999999
2608,P98160,60,8279.637324324325
2609,P98160,72,9728.119380952381
2610,P98160,84,8542.412884615385
2611,P98160,96,12676.0
2612,P98160,108,9080.695
2613,Q02818,0,18737.224968152866
2614,Q02818,3,18958.35
2615,Q02818,6,17854.63207920792
2616,Q02818,12,18462.33577777778
2617,Q02818,18,22871.45
2618,Q02818,24,18919.934586466163
2619,Q02818,36,18311.30896551724
2620,Q02818,48,18707.6781981982
2621,Q02818,54,35200.9
2622,Q02818,60,18761.297575757573
2623,Q02818,72,16655.619333333332
2624,Q02818,84,19008.499615384615
2625,Q02818,96,10533.2
2626,Q02818,108,19065.9
2627,Q06481,0,23607.52818181818
2628,Q06481,3,23262.823333333334
2629,Q06481,6,22936.772520325205
2630,Q06481,12,22235.080457142856
2631,Q06481,18,17702.425
2632,Q06481,24,22787.53738095238
2633,Q06481,30,24247.1
2634,Q06481,36,21340.257702702704
2635,Q06481,48,23564.43463235294
2636,Q06481,54,25134.735
2637,Q06481,60,22476.529156626504
2638,Q06481,72,23912.07285714286
2639,Q06481,84,24848.927586206897
2640,Q06481,96,16325.650000000001
2641,Q06481,108,23473.25
2642,Q08380,0,202845.65154639175
2643,Q08380,3,191296.66666666666
2644,Q08380,6,199894.37822580643
2645,Q08380,12,194662.10444444444
2646,Q08380,18,198490.25
2647,Q08380,24,198768.21445086706
2648,Q08380,30,224782.0
2649,Q08380,36,201889.79864864863
2650,Q08380,48,202262.42318840578
2651,Q08380,54,251922.5
2652,Q08380,60,196714.0035714286
2653,Q08380,72,192017.22857142857
2654,Q08380,84,192407.22333333333
2655,Q08380,96,182494.5
2656,Q08380,108,203884.5
2657,Q12805,0,979387.2989690722
2658,Q12805,3,1145390.0
2659,Q12805,6,964156.0645161291
2660,Q12805,12,950262.6055555556
2661,Q12805,18,1060933.875
2662,Q12805,24,998331.7861271676
2663,Q12805,30,1018860.0
2664,Q12805,36,976068.2744966444
2665,Q12805,48,988253.7753623188
2666,Q12805,54,1428024.0
2667,Q12805,60,965509.1428571428
2668,Q12805,72,904996.3333333334
2669,Q12805,84,929761.4
2670,Q12805,96,820864.5
2671,Q12805,108,984704.25
